STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 00:53,FM-15,CLR:00,10.00,,40,4.4,34,1.1,24,-4.4,53,5,020,,30.05,6,,30.14,0.00,30.14,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 01:53,FM-15,CLR:00,10.00,,40,4.4,33,0.5,20,-6.7,45,5,020,,30.06,,,30.15,0.00,30.15,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 02:53,FM-15,CLR:00,10.00,,40,4.4,32,0.2,18,-7.8,41,6,030,,30.06,,,30.14,0.00,30.15,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 03:53,FM-15,CLR:00,10.00,,41,5.0,32,0.1,15,-9.4,35,0,000,,30.05,0,,30.14,0.00,30.14,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 04:53,FM-15,FEW:02 18 FEW:02 50,10.00,,37,2.8,31,-0.4,21,-6.1,52,5,150,,30.05,,,30.14,0.00,30.14,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 05:53,FM-15,FEW:02 18 FEW:02 50,10.00,,37,2.8,31,-0.5,20,-6.7,50,5,160,,30.05,,,30.14,0.00,30.14,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 06:53,FM-15,FEW:02 18 FEW:02 50,10.00,,36,2.2,30,-1.0,19,-7.2,50,3,160,,30.07,3,,30.16,0.00,30.16,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 07:53,FM-15,FEW:02 18 FEW:02 50,10.00,,36,2.2,30,-0.9,20,-6.7,52,7,130,,30.08,,,30.17,0.00,30.17,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 08:53,FM-15,FEW:02 30 FEW:02 50,10.00,,41,5.0,34,0.9,21,-6.1,45,7,130,,30.10,,,30.19,0.00,30.19,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 09:53,FM-15,FEW:02 30 FEW:02 50,10.00,,45,7.2,35,1.9,19,-7.2,35,6,120,,30.11,1,,30.20,0.00,30.20,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 10:53,FM-15,FEW:02 30 FEW:02 50,10.00,,49,9.4,38,3.2,19,-7.2,31,10,060,,30.10,,,30.20,0.00,30.19,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 11:53,FM-15,FEW:02 30 FEW:02 65,10.00,,50,10.0,38,3.6,20,-6.7,30,11,050,,30.08,,,30.17,0.00,30.17,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 12:53,FM-15,FEW:02 30 FEW:02 65,10.00,,50,10.0,38,3.6,20,-6.7,30,16,040,21,30.06,8,,30.15,0.00,30.15,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 13:53,FM-15,FEW:02 30 FEW:02 65,10.00,,51,10.6,40,4.2,22,-5.6,32,10,040,,30.04,,,30.13,0.00,30.13,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 14:53,FM-15,FEW:02 30 FEW:02 65,10.00,,51,10.6,40,4.2,22,-5.6,32,13,030,,30.04,,,30.13,0.00,30.13,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 15:53,FM-15,FEW:02 65 SCT:04 180,10.00,,49,9.4,39,3.9,24,-4.4,38,11,050,,30.04,5,,30.13,0.00,30.13,,,,,,,,,,0724,1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 16:53,FM-15,FEW:02 50 SCT:04 65 SCT:04 180,10.00,,46,7.8,37,3.0,24,-4.4,42,9,030,,30.03,,,30.13,0.00,30.12,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 17:53,FM-15,FEW:02 50 SCT:04 65 BKN:07 180,10.00,,43,6.1,36,2.2,25,-3.9,49,7,080,,30.04,,,30.14,0.00,30.13,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 18:53,FM-15,FEW:02 50 SCT:04 65 BKN:07 180,10.00,,42,5.6,36,2.5,28,-2.2,58,8,080,,30.04,3,,30.13,0.00,30.13,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 19:53,FM-15,FEW:02 50 SCT:04 65 BKN:07 180,10.00,,43,6.1,36,2.4,26,-3.3,51,0,000,,30.04,,,30.14,0.00,30.13,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 20:53,FM-15,FEW:02 49 BKN:07 180,10.00,,43,6.1,37,2.8,28,-2.2,56,6,080,,30.05,,,30.14,0.00,30.14,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 21:53,FM-15,FEW:02 50 SCT:04 160 BKN:07 180,10.00,,43,6.1,37,3.0,29,-1.7,58,8,100,,30.05,0,,30.14,0.00,30.14,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 22:53,FM-15,SCT:04 50 BKN:07 180,10.00,,42,5.6,37,2.8,30,-1.1,62,7,090,,30.05,,,30.14,0.00,30.14,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 23:53,FM-15,SCT:04 50 OVC:08 150,10.00,,43,6.1,37,3.0,29,-1.7,58,8,080,,30.05,,,30.14,0.00,30.14,52,35,44,-4.3,,,,21,0,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-01 23:59,SOD,,,,,,,,,,,,,,,,,,,,52,35,44,-4.3,,,,21,0,0724,1702,,0.00,0.0,0,30.05,,7.2,28,060,17,040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 00:53,FM-15,SCT:04 48 OVC:08 150,10.00,,43,6.1,37,3.0,29,-1.7,58,7,090,,30.04,8,,30.13,0.00,30.13,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 01:53,FM-15,SCT:04 48 BKN:07 150,10.00,,44,6.7,38,3.3,29,-1.7,55,8,080,,30.03,,,30.12,0.00,30.12,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 02:53,FM-15,BKN:07 48 BKN:07 160,10.00,,43,6.1,38,3.2,30,-1.1,60,5,100,,30.03,,,30.12,0.00,30.12,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 03:53,FM-15,OVC:08 48,10.00,,44,6.7,38,3.5,30,-1.1,58,7,110,,30.02,6,,30.11,0.00,30.11,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 04:53,FM-15,FEW:02 36 OVC:08 48,10.00,,44,6.7,38,3.5,30,-1.1,58,8,090,,30.01,,,30.10,0.00,30.10,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 05:53,FM-15,FEW:02 38 OVC:08 48,10.00,,44,6.7,38,3.1,28,-2.2,53,9,090,,30.01,,,30.10,0.00,30.10,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 06:53,FM-15,FEW:02 30 BKN:07 43,10.00,,44,6.7,38,3.1,28,-2.2,53,8,080,,30.01,5,,30.10,0.00,30.10,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 07:53,FM-15,FEW:02 30 BKN:07 43 OVC:08 110,10.00,,44,6.7,38,3.1,28,-2.2,53,7,070,,30.00,,,30.09,0.00,30.09,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 08:53,FM-15,FEW:02 30 BKN:07 80 OVC:08 120,10.00,,45,7.2,38,3.4,28,-2.2,52,8,080,,30.01,,,30.10,0.00,30.10,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 09:53,FM-15,FEW:02 30 BKN:07 120 BKN:07 150,10.00,,49,9.4,40,4.4,27,-2.8,43,0,000,,30.01,6,,30.10,0.00,30.10,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 10:53,FM-15,BKN:07 120 BKN:07 150,10.00,,50,10.0,40,4.7,27,-2.8,41,9,070,,30.00,,,30.09,0.00,30.09,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 11:53,FM-15,SCT:04 120 BKN:07 150 BKN:07 180,10.00,,51,10.6,41,5.0,27,-2.8,39,10,080,,29.97,,,30.06,0.00,30.06,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 12:53,FM-15,SCT:04 100 BKN:07 120 OVC:08 150,10.00,,51,10.6,41,5.2,28,-2.2,41,11,080,,29.93,8,,30.02,0.00,30.02,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 13:53,FM-15,SCT:04 100 BKN:07 120 OVC:08 150,10.00,,52,11.1,42,5.5,28,-2.2,40,7,070,,29.92,,,30.01,0.00,30.01,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 14:53,FM-15,SCT:04 100 BKN:07 120 OVC:08 150,10.00,,51,10.6,41,5.2,28,-2.2,41,8,070,,29.92,,,30.01,0.00,30.01,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 15:53,FM-15,SCT:04 100 BKN:07 120 BKN:07 150,10.00,,51,10.6,41,5.2,28,-2.2,41,6,080,,29.90,8,,29.99,0.00,29.99,,,,,,,,,,0724,1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 16:53,FM-15,SCT:04 120 BKN:07 150,10.00,,49,9.4,41,5.0,30,-1.1,48,8,060,,29.90,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 17:53,FM-15,SCT:04 120 BKN:07 150,10.00,,45,7.2,40,4.2,32,0.0,61,8,060,,29.90,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 18:53,FM-15,SCT:04 100 SCT:04 130 BKN:07 150,10.00,,45,7.2,40,4.2,32,0.0,61,3,060,,29.89,8,,29.98,0.00,29.98,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 19:53,FM-15,SCT:04 100 BKN:07 130,10.00,,46,7.8,40,4.7,33,0.6,61,7,100,,29.90,,,30.00,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 20:53,FM-15,FEW:02 130 SCT:04 150 BKN:07 170,10.00,,46,7.8,40,4.7,33,0.6,61,9,080,,29.91,,,30.00,0.00,30.00,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 21:53,FM-15,FEW:02 130 SCT:04 150 BKN:07 170,10.00,,46,7.8,40,4.5,32,0.0,58,8,080,,29.91,1,,30.00,0.00,30.00,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 22:53,FM-15,SCT:04 110 BKN:07 150,10.00,,47,8.3,41,5.0,33,0.6,59,7,080,,29.90,,,29.99,0.00,29.99,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 23:53,FM-15,BKN:07 95 OVC:08 150,10.00,,46,7.8,41,4.9,34,1.1,63,6,060,,29.88,,,29.97,0.00,29.97,53,43,48,-0.4,,,,17,0,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-02 23:59,SOD,,,,,,,,,,,,,,,,,,,,53,43,48,-0.4,,,,17,0,0725,1703,,0.00,0.0,0,29.95,,7.3,16,070,13,080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 00:53,FM-15,BKN:07 100 OVC:08 120,10.00,,47,8.3,41,4.8,32,0.0,56,8,080,,29.86,8,,29.95,0.00,29.95,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 01:53,FM-15,BKN:07 95 BKN:07 120,10.00,,47,8.3,41,4.8,32,0.0,56,14,070,,29.87,,,29.96,0.00,29.96,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 02:53,FM-15,FEW:02 20 BKN:07 100 OVC:08 120,10.00,,47,8.3,41,4.8,32,0.0,56,9,070,,29.86,,,29.95,0.00,29.95,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 03:53,FM-15,FEW:02 120 BKN:07 160,10.00,,46,7.8,40,4.3,31,-0.6,56,11,070,,29.83,8,,29.92,0.00,29.92,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 04:53,FM-15,SCT:04 75 BKN:07 180,10.00,,46,7.8,40,4.3,31,-0.6,56,9,080,,29.83,,,29.92,0.00,29.92,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 05:53,FM-15,BKN:07 70 OVC:08 180,10.00,,44,6.7,39,3.7,31,-0.6,60,5,070,,29.82,,,29.91,0.00,29.91,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:23230,OAKLAND METROPOLITAN INTERNATIONAL AIRPORT CA US,1.8,37.72139,-122.22083,2016-01-03 06:53,FM-15,BKN:07 44 BKN:07 70 BKN:07 150,10.00,,45,7.2,39,4.2,32,0.0,61,7,070,,29.81,8,,29.90,0.00,29.90,,,,,,,,,,0725,1703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
